<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2017/6/29,15:00:00,98.110,98.110,98.090,98.090,55
2017/6/29,15:01:00,98.095,98.095,98.085,98.095,25
2017/6/29,15:02:00,98.095,98.095,98.090,98.090,22
2017/6/29,15:03:00,98.090,98.100,98.090,98.090,27
2017/6/29,15:04:00,98.100,98.105,98.095,98.105,58
2017/6/29,15:05:00,98.100,98.100,98.085,98.085,58
2017/6/29,15:06:00,98.090,98.095,98.090,98.090,6
2017/6/29,15:07:00,98.095,98.100,98.095,98.095,17
2017/6/29,15:08:00,98.095,98.095,98.085,98.085,59
2017/6/29,15:09:00,98.090,98.095,98.085,98.085,28
2017/6/29,15:10:00,98.085,98.095,98.085,98.090,13
2017/6/29,15:11:00,98.090,98.090,98.080,98.085,57
2017/6/29,15:12:00,98.085,98.085,98.080,98.080,27
2017/6/29,15:13:00,98.085,98.090,98.080,98.085,94
2017/6/29,15:14:00,98.090,98.090,98.080,98.080,55
2017/6/29,15:15:00,98.080,98.090,98.065,98.090,81
2017/6/30,09:16:00,98.000,98.005,97.965,97.975,246
2017/6/30,09:17:00,97.970,97.995,97.965,97.990,69
2017/6/30,09:18:00,97.995,97.995,97.980,97.990,58
2017/6/30,09:19:00,97.990,98.005,97.990,98.000,192
2017/6/30,09:20:00,98.000,98.005,97.990,97.995,48
2017/6/30,09:21:00,97.990,97.990,97.975,97.985,71
2017/6/30,09:22:00,97.985,97.985,97.970,97.970,46
2017/6/30,09:23:00,97.980,97.980,97.970,97.975,51
2017/6/30,09:24:00,97.975,97.990,97.975,97.985,54
2017/6/30,09:25:00,97.985,97.985,97.950,97.970,144
2017/6/30,09:26:00,97.975,97.975,97.920,97.930,327
2017/6/30,09:27:00,97.930,97.940,97.920,97.935,111
2017/6/30,09:28:00,97.930,97.945,97.925,97.945,56
2017/6/30,09:29:00,97.950,97.950,97.930,97.935,131
2017/6/30,09:30:00,97.930,97.950,97.930,97.940,161
2017/6/30,09:31:00,97.945,97.950,97.930,97.950,199
2017/6/30,09:32:00,97.950,97.960,97.950,97.960,44
2017/6/30,09:33:00,97.965,97.970,97.960,97.970,55
2017/6/30,09:34:00,97.965,97.965,97.960,97.960,92
2017/6/30,09:35:00,97.960,97.965,97.955,97.965,74
2017/6/30,09:36:00,97.960,97.965,97.955,97.955,69
2017/6/30,09:37:00,97.955,97.960,97.940,97.945,96
2017/6/30,09:38:00,97.945,97.955,97.945,97.955,35
2017/6/30,09:39:00,97.955,97.960,97.955,97.955,27
2017/6/30,09:40:00,97.955,97.960,97.950,97.960,29
2017/6/30,09:41:00,97.960,97.965,97.950,97.965,54
2017/6/30,09:42:00,97.965,97.975,97.955,97.970,195
2017/6/30,09:43:00,97.970,97.970,97.960,97.965,42
2017/6/30,09:44:00,97.960,97.980,97.960,97.975,32
2017/6/30,09:45:00,97.975,97.975,97.970,97.975,67
2017/6/30,09:46:00,97.970,97.970,97.955,97.965,117
2017/6/30,09:47:00,97.965,97.970,97.955,97.955,35
2017/6/30,09:48:00,97.960,97.960,97.955,97.960,23
2017/6/30,09:49:00,97.965,97.965,97.955,97.955,28
2017/6/30,09:50:00,97.955,97.960,97.955,97.955,19
2017/6/30,09:51:00,97.960,97.960,97.940,97.940,51
2017/6/30,09:52:00,97.940,97.945,97.935,97.945,62
2017/6/30,09:53:00,97.950,97.950,97.940,97.950,25
2017/6/30,09:54:00,97.945,97.950,97.940,97.940,27
2017/6/30,09:55:00,97.940,97.945,97.940,97.945,56
2017/6/30,09:56:00,97.940,97.940,97.930,97.930,28
2017/6/30,09:57:00,97.930,97.935,97.930,97.930,46
2017/6/30,09:58:00,97.930,97.935,97.930,97.930,83
2017/6/30,09:59:00,97.930,97.935,97.930,97.935,58
2017/6/30,10:00:00,97.935,97.940,97.930,97.935,55
2017/6/30,10:01:00,97.930,97.935,97.925,97.925,124
2017/6/30,10:02:00,97.930,97.935,97.930,97.930,23
2017/6/30,10:03:00,97.930,97.940,97.930,97.940,17
2017/6/30,10:04:00,97.935,97.940,97.935,97.940,24
2017/6/30,10:05:00,97.940,97.940,97.935,97.940,40
2017/6/30,10:06:00,97.940,97.940,97.935,97.940,30
2017/6/30,10:07:00,97.940,97.950,97.940,97.945,46
2017/6/30,10:08:00,97.950,97.950,97.945,97.945,19
2017/6/30,10:09:00,97.950,97.955,97.945,97.955,46
2017/6/30,10:10:00,97.950,97.955,97.950,97.950,24
2017/6/30,10:11:00,97.955,97.955,97.945,97.955,11
2017/6/30,10:12:00,97.955,97.955,97.950,97.955,46
2017/6/30,10:13:00,97.955,97.960,97.955,97.960,10
2017/6/30,10:14:00,97.955,97.960,97.955,97.960,19
2017/6/30,10:15:00,97.960,97.965,97.960,97.965,47
2017/6/30,10:16:00,97.960,97.975,97.955,97.975,78
2017/6/30,10:17:00,97.980,97.980,97.965,97.965,43
2017/6/30,10:18:00,97.965,97.975,97.965,97.975,48
2017/6/30,10:19:00,97.970,97.970,97.970,97.970,34
2017/6/30,10:20:00,97.965,97.970,97.960,97.960,14
2017/6/30,10:21:00,97.960,97.960,97.955,97.955,14
2017/6/30,10:22:00,97.955,97.960,97.950,97.950,30
2017/6/30,10:23:00,97.950,97.965,97.950,97.965,47
2017/6/30,10:24:00,97.965,97.965,97.955,97.960,30
2017/6/30,10:25:00,97.960,97.965,97.955,97.965,86
2017/6/30,10:26:00,97.960,97.965,97.950,97.965,73
2017/6/30,10:27:00,97.970,97.970,97.965,97.965,26
2017/6/30,10:28:00,97.965,97.970,97.960,97.965,40
2017/6/30,10:29:00,97.965,97.965,97.960,97.960,7
2017/6/30,10:30:00,97.955,97.960,97.955,97.955,20
2017/6/30,10:31:00,97.955,97.955,97.945,97.950,47
2017/6/30,10:32:00,97.950,97.960,97.950,97.955,62
2017/6/30,10:33:00,97.950,97.950,97.940,97.940,82
2017/6/30,10:34:00,97.940,97.945,97.935,97.940,20
2017/6/30,10:35:00,97.940,97.940,97.935,97.940,43
2017/6/30,10:36:00,97.940,97.945,97.940,97.945,12
2017/6/30,10:37:00,97.945,97.945,97.945,97.945,5
2017/6/30,10:38:00,97.945,97.945,97.945,97.945,10
2017/6/30,10:39:00,97.945,97.945,97.945,97.945,1
2017/6/30,10:40:00,97.945,97.950,97.945,97.945,22
2017/6/30,10:41:00,97.945,97.945,97.945,97.945,6
2017/6/30,10:43:00,97.945,97.945,97.945,97.945,11
2017/6/30,10:44:00,97.950,97.950,97.950,97.950,1
2017/6/30,10:45:00,97.950,97.950,97.935,97.935,14
2017/6/30,10:46:00,97.935,97.935,97.935,97.935,6
2017/6/30,10:47:00,97.935,97.950,97.935,97.950,68
2017/6/30,10:48:00,97.950,97.960,97.950,97.960,60
2017/6/30,10:49:00,97.965,97.965,97.960,97.960,31
2017/6/30,10:50:00,97.960,97.965,97.955,97.955,19
2017/6/30,10:51:00,97.960,97.965,97.960,97.965,9
2017/6/30,10:52:00,97.970,97.970,97.965,97.965,10
2017/6/30,10:53:00,97.965,97.965,97.955,97.955,75
2017/6/30,10:54:00,97.960,97.960,97.960,97.960,3
2017/6/30,10:56:00,97.965,97.965,97.965,97.965,10
2017/6/30,10:57:00,97.965,97.965,97.960,97.960,13
2017/6/30,10:58:00,97.965,97.965,97.965,97.965,5
2017/6/30,10:59:00,97.960,97.965,97.960,97.965,25
2017/6/30,11:00:00,97.965,97.965,97.960,97.960,17
2017/6/30,11:01:00,97.960,97.965,97.945,97.950,100
2017/6/30,11:02:00,97.955,97.955,97.945,97.950,47
2017/6/30,11:03:00,97.950,97.950,97.950,97.950,1
2017/6/30,11:05:00,97.950,97.950,97.950,97.950,8
2017/6/30,11:06:00,97.950,97.965,97.950,97.965,21
2017/6/30,11:07:00,97.965,97.965,97.955,97.955,17
2017/6/30,11:08:00,97.955,97.955,97.945,97.950,46
2017/6/30,11:09:00,97.955,97.955,97.945,97.955,30
2017/6/30,11:10:00,97.955,97.955,97.945,97.945,30
2017/6/30,11:11:00,97.950,97.955,97.950,97.955,19
2017/6/30,11:12:00,97.955,97.955,97.955,97.955,6
2017/6/30,11:13:00,97.950,97.965,97.950,97.965,18
2017/6/30,11:14:00,97.965,97.975,97.965,97.975,33
2017/6/30,11:15:00,97.975,97.985,97.975,97.985,51
2017/6/30,11:16:00,97.985,97.990,97.975,97.975,37
2017/6/30,11:17:00,97.970,97.970,97.955,97.955,35
2017/6/30,11:18:00,97.960,97.965,97.955,97.960,42
2017/6/30,11:19:00,97.960,97.960,97.945,97.945,45
2017/6/30,11:20:00,97.950,97.955,97.950,97.950,46
2017/6/30,11:21:00,97.950,97.950,97.945,97.950,59
2017/6/30,11:22:00,97.950,97.950,97.950,97.950,24
2017/6/30,11:23:00,97.945,97.955,97.940,97.950,54
2017/6/30,11:24:00,97.950,97.960,97.950,97.955,21
2017/6/30,11:25:00,97.950,97.965,97.950,97.965,40
2017/6/30,11:26:00,97.955,97.965,97.955,97.955,62
2017/6/30,11:27:00,97.955,97.955,97.955,97.955,14
2017/6/30,11:28:00,97.950,97.955,97.945,97.945,39
2017/6/30,11:29:00,97.945,97.955,97.945,97.955,37
2017/6/30,11:30:00,97.960,97.965,97.955,97.960,26
2017/6/30,13:01:00,97.955,97.985,97.950,97.975,60
2017/6/30,13:02:00,97.980,97.980,97.970,97.980,24
2017/6/30,13:03:00,97.975,97.975,97.975,97.975,12
2017/6/30,13:04:00,97.970,97.975,97.970,97.975,35
2017/6/30,13:05:00,97.975,97.980,97.970,97.980,13
2017/6/30,13:06:00,97.980,97.990,97.980,97.985,67
2017/6/30,13:07:00,97.980,97.980,97.975,97.975,36
2017/6/30,13:08:00,97.970,97.975,97.970,97.970,13
2017/6/30,13:09:00,97.975,97.975,97.970,97.970,11
2017/6/30,13:10:00,97.970,97.990,97.970,97.990,18
2017/6/30,13:11:00,97.990,98.005,97.990,97.995,146
2017/6/30,13:12:00,98.000,98.000,97.985,97.985,48
2017/6/30,13:13:00,97.990,97.995,97.990,97.995,21
2017/6/30,13:14:00,97.995,98.000,97.995,97.995,53
2017/6/30,13:15:00,97.995,98.000,97.985,97.985,63
2017/6/30,13:16:00,97.990,97.990,97.985,97.985,40
2017/6/30,13:17:00,97.985,97.990,97.980,97.980,66
2017/6/30,13:18:00,97.985,97.990,97.975,97.975,39
2017/6/30,13:19:00,97.975,97.975,97.970,97.975,18
2017/6/30,13:20:00,97.970,97.975,97.965,97.970,54
2017/6/30,13:21:00,97.970,97.980,97.965,97.975,57
2017/6/30,13:22:00,97.985,97.985,97.975,97.985,19
2017/6/30,13:23:00,97.985,97.990,97.985,97.985,17
2017/6/30,13:24:00,97.990,98.010,97.990,97.990,62
2017/6/30,13:25:00,97.990,97.995,97.990,97.995,36
2017/6/30,13:26:00,98.000,98.025,98.000,98.015,102
2017/6/30,13:27:00,98.015,98.015,98.000,98.000,55
2017/6/30,13:28:00,98.000,98.005,97.995,98.000,36
2017/6/30,13:29:00,98.000,98.000,97.990,97.990,40
2017/6/30,13:30:00,97.990,97.990,97.985,97.990,37
2017/6/30,13:31:00,97.985,97.995,97.985,97.995,39
2017/6/30,13:32:00,97.995,98.000,97.995,97.995,42
2017/6/30,13:33:00,97.995,98.000,97.990,97.990,10
2017/6/30,13:34:00,97.990,97.990,97.990,97.990,4
2017/6/30,13:35:00,97.990,97.990,97.985,97.985,8
2017/6/30,13:36:00,97.985,97.985,97.975,97.975,18
2017/6/30,13:37:00,97.970,97.985,97.970,97.985,11
2017/6/30,13:38:00,97.980,97.980,97.970,97.975,15
2017/6/30,13:39:00,97.970,97.975,97.970,97.975,24
2017/6/30,13:40:00,97.975,97.975,97.950,97.965,55
2017/6/30,13:41:00,97.965,97.965,97.955,97.965,21
2017/6/30,13:42:00,97.965,97.970,97.965,97.965,10
2017/6/30,13:43:00,97.965,97.970,97.965,97.970,32
2017/6/30,13:44:00,97.965,97.965,97.965,97.965,4
2017/6/30,13:45:00,97.960,97.960,97.930,97.935,129
2017/6/30,13:46:00,97.930,97.935,97.920,97.920,83
2017/6/30,13:47:00,97.930,97.940,97.925,97.940,72
2017/6/30,13:48:00,97.935,97.940,97.930,97.935,37
2017/6/30,13:49:00,97.930,97.940,97.930,97.940,35
2017/6/30,13:50:00,97.940,97.945,97.940,97.945,4
2017/6/30,13:51:00,97.940,97.940,97.935,97.940,7
2017/6/30,13:52:00,97.940,97.955,97.940,97.945,45
2017/6/30,13:53:00,97.950,97.950,97.950,97.950,11
2017/6/30,13:54:00,97.945,97.945,97.945,97.945,9
2017/6/30,13:55:00,97.945,97.945,97.945,97.945,7
2017/6/30,13:56:00,97.940,97.945,97.940,97.945,7
2017/6/30,13:58:00,97.945,97.950,97.945,97.950,9
2017/6/30,13:59:00,97.955,97.955,97.950,97.950,9
2017/6/30,14:00:00,97.955,97.955,97.955,97.955,4
2017/6/30,14:01:00,97.950,97.955,97.945,97.955,24
2017/6/30,14:02:00,97.950,97.960,97.950,97.955,15
2017/6/30,14:03:00,97.955,97.955,97.955,97.955,4
2017/6/30,14:04:00,97.955,97.960,97.955,97.960,2
2017/6/30,14:05:00,97.960,97.960,97.960,97.960,1
2017/6/30,14:06:00,97.960,97.960,97.955,97.955,22
2017/6/30,14:07:00,97.955,97.955,97.955,97.955,2
2017/6/30,14:08:00,97.955,97.955,97.955,97.955,2
2017/6/30,14:09:00,97.960,97.960,97.960,97.960,15
2017/6/30,14:10:00,97.960,97.960,97.960,97.960,2
2017/6/30,14:11:00,97.965,97.995,97.965,97.990,59
2017/6/30,14:12:00,97.990,97.990,97.975,97.975,18
2017/6/30,14:13:00,97.980,97.980,97.980,97.980,4
2017/6/30,14:14:00,97.980,97.980,97.970,97.970,36
2017/6/30,14:15:00,97.970,97.970,97.970,97.970,7
2017/6/30,14:16:00,97.975,97.975,97.955,97.955,26
2017/6/30,14:17:00,97.965,97.975,97.965,97.975,8
2017/6/30,14:18:00,97.975,97.975,97.965,97.970,30
2017/6/30,14:19:00,97.975,97.975,97.970,97.975,13
2017/6/30,14:20:00,97.975,97.985,97.975,97.980,27
2017/6/30,14:21:00,97.985,97.985,97.975,97.975,23
2017/6/30,14:22:00,97.975,97.980,97.970,97.975,17
2017/6/30,14:23:00,97.970,97.975,97.960,97.965,17
2017/6/30,14:24:00,97.960,97.960,97.960,97.960,2
2017/6/30,14:25:00,97.960,97.960,97.960,97.960,31
2017/6/30,14:26:00,97.960,97.960,97.950,97.950,22
2017/6/30,14:27:00,97.950,97.970,97.950,97.970,17
2017/6/30,14:28:00,97.970,97.970,97.965,97.965,9
2017/6/30,14:29:00,97.965,97.965,97.965,97.965,4
2017/6/30,14:30:00,97.965,97.965,97.960,97.960,3
2017/6/30,14:31:00,97.965,97.985,97.965,97.980,36
2017/6/30,14:32:00,97.985,97.995,97.985,97.995,39
2017/6/30,14:33:00,97.990,98.000,97.985,97.985,66
2017/6/30,14:34:00,97.980,97.985,97.980,97.985,21
2017/6/30,14:35:00,97.985,97.990,97.980,97.985,43
2017/6/30,14:36:00,97.985,97.985,97.975,97.980,25
2017/6/30,14:37:00,97.985,97.985,97.980,97.980,2
2017/6/30,14:38:00,97.980,97.980,97.975,97.980,19
2017/6/30,14:39:00,97.985,97.990,97.985,97.985,12
2017/6/30,14:40:00,97.990,97.995,97.975,97.980,64
2017/6/30,14:41:00,97.985,97.985,97.975,97.975,37
2017/6/30,14:42:00,97.970,97.970,97.970,97.970,5
2017/6/30,14:43:00,97.975,97.975,97.970,97.970,26
2017/6/30,14:44:00,97.965,97.970,97.960,97.965,48
2017/6/30,14:45:00,97.960,97.960,97.955,97.960,34
2017/6/30,14:46:00,97.960,97.965,97.955,97.965,19
2017/6/30,14:47:00,97.965,97.970,97.965,97.970,5
2017/6/30,14:48:00,97.970,97.970,97.970,97.970,8
2017/6/30,14:49:00,97.970,97.970,97.970,97.970,9
2017/6/30,14:50:00,97.965,97.965,97.965,97.965,22
2017/6/30,14:51:00,97.960,97.960,97.950,97.955,41
2017/6/30,14:52:00,97.955,97.965,97.955,97.960,59
2017/6/30,14:53:00,97.955,97.955,97.945,97.945,37
2017/6/30,14:54:00,97.945,97.955,97.945,97.950,35
2017/6/30,14:55:00,97.950,97.955,97.950,97.950,18
2017/6/30,14:56:00,97.955,97.960,97.950,97.960,39
2017/6/30,14:57:00,97.960,97.965,97.955,97.965,23
2017/6/30,14:58:00,97.965,97.970,97.965,97.970,10
2017/6/30,14:59:00,97.965,97.970,97.960,97.970,6
2017/6/30,15:00:00,97.970,97.970,97.960,97.960,23
2017/6/30,15:01:00,97.955,97.955,97.950,97.950,37
2017/6/30,15:02:00,97.950,97.950,97.930,97.935,58
2017/6/30,15:03:00,97.935,97.940,97.930,97.935,43
2017/6/30,15:04:00,97.935,97.940,97.935,97.935,9
2017/6/30,15:05:00,97.940,97.945,97.940,97.945,7
2017/6/30,15:06:00,97.935,97.945,97.935,97.940,43
2017/6/30,15:07:00,97.940,97.940,97.935,97.940,11
2017/6/30,15:08:00,97.945,97.955,97.940,97.955,83
2017/6/30,15:09:00,97.955,97.975,97.955,97.975,52
2017/6/30,15:10:00,97.975,97.980,97.970,97.975,44
2017/6/30,15:11:00,97.980,97.980,97.970,97.975,27
2017/6/30,15:12:00,97.975,97.980,97.975,97.975,33
2017/6/30,15:13:00,97.975,97.990,97.975,97.990,28
2017/6/30,15:14:00,97.980,97.990,97.980,97.985,39
2017/6/30,15:15:00,97.980,97.990,97.975,97.990,63
2017/7/3,09:16:00,98.010,98.045,98.010,98.015,100
2017/7/3,09:17:00,98.005,98.020,98.005,98.020,62
2017/7/3,09:18:00,98.020,98.050,98.020,98.035,63
2017/7/3,09:19:00,98.025,98.025,98.010,98.015,21
2017/7/3,09:20:00,98.015,98.020,98.000,98.005,29
2017/7/3,09:21:00,98.015,98.015,98.010,98.010,31
2017/7/3,09:22:00,98.005,98.010,98.005,98.005,72
2017/7/3,09:23:00,98.010,98.010,97.965,97.985,87
2017/7/3,09:24:00,97.985,97.985,97.970,97.970,20
2017/7/3,09:25:00,97.970,97.990,97.970,97.990,42
2017/7/3,09:26:00,97.990,98.005,97.985,97.995,51
2017/7/3,09:27:00,97.995,98.010,97.995,98.010,38
2017/7/3,09:28:00,98.010,98.010,98.005,98.010,17
2017/7/3,09:29:00,98.005,98.005,98.005,98.005,2
2017/7/3,09:30:00,98.005,98.005,97.990,98.000,58
2017/7/3,09:31:00,98.005,98.030,98.000,98.020,95
2017/7/3,09:32:00,98.020,98.025,98.010,98.015,13
2017/7/3,09:33:00,98.015,98.015,98.005,98.010,44
2017/7/3,09:34:00,98.015,98.015,98.005,98.010,33
2017/7/3,09:35:00,98.010,98.010,98.000,98.010,50
2017/7/3,09:36:00,98.010,98.010,98.010,98.010,1
2017/7/3,09:37:00,98.010,98.015,98.005,98.005,12
2017/7/3,09:38:00,98.010,98.010,98.010,98.010,12
2017/7/3,09:39:00,98.005,98.005,98.005,98.005,1
2017/7/3,09:40:00,98.010,98.015,98.005,98.010,10
2017/7/3,09:41:00,98.005,98.005,97.995,98.000,12
2017/7/3,09:42:00,98.000,98.000,97.985,97.995,21
2017/7/3,09:43:00,97.990,97.990,97.965,97.970,36
2017/7/3,09:44:00,97.970,97.995,97.970,97.995,39
2017/7/3,09:45:00,97.985,97.985,97.975,97.975,24
2017/7/3,09:46:00,97.970,97.970,97.950,97.960,58
2017/7/3,09:47:00,97.945,97.955,97.940,97.945,40
2017/7/3,09:48:00,97.940,97.970,97.940,97.965,94
2017/7/3,09:49:00,97.960,97.975,97.960,97.970,13
2017/7/3,09:50:00,97.970,97.970,97.960,97.960,32
2017/7/3,09:51:00,97.955,97.965,97.950,97.965,27
2017/7/3,09:52:00,97.970,97.970,97.970,97.970,1
2017/7/3,09:53:00,97.965,97.970,97.965,97.970,8
2017/7/3,09:54:00,97.970,97.970,97.955,97.955,32
2017/7/3,09:55:00,97.955,97.955,97.940,97.945,99
2017/7/3,09:56:00,97.940,97.945,97.935,97.945,62
2017/7/3,09:57:00,97.945,97.950,97.940,97.945,38
2017/7/3,09:58:00,97.945,97.965,97.945,97.965,57
2017/7/3,09:59:00,97.970,97.970,97.955,97.970,129
2017/7/3,10:00:00,97.965,97.980,97.965,97.980,69
2017/7/3,10:01:00,97.980,97.985,97.965,97.965,90
2017/7/3,10:02:00,97.960,97.965,97.955,97.965,21
2017/7/3,10:03:00,97.970,97.975,97.970,97.975,31
2017/7/3,10:04:00,97.980,97.980,97.975,97.975,3
2017/7/3,10:05:00,97.975,97.990,97.975,97.990,30
2017/7/3,10:06:00,97.990,97.990,97.985,97.985,8
2017/7/3,10:07:00,97.980,97.980,97.980,97.980,1
2017/7/3,10:08:00,97.985,97.990,97.985,97.985,8
2017/7/3,10:09:00,97.990,97.990,97.985,97.985,24
2017/7/3,10:10:00,97.985,97.985,97.975,97.975,11
2017/7/3,10:11:00,97.970,97.970,97.965,97.970,21
2017/7/3,10:12:00,97.965,97.975,97.965,97.975,8
2017/7/3,10:13:00,97.970,97.970,97.955,97.960,20
2017/7/3,10:14:00,97.960,97.980,97.960,97.960,55
2017/7/3,10:15:00,97.955,97.955,97.945,97.950,20
2017/7/3,10:16:00,97.945,97.945,97.925,97.935,106
2017/7/3,10:17:00,97.930,97.935,97.925,97.930,76
2017/7/3,10:18:00,97.930,97.945,97.930,97.945,63
2017/7/3,10:19:00,97.945,97.945,97.940,97.945,4
2017/7/3,10:20:00,97.950,97.960,97.950,97.955,22
2017/7/3,10:21:00,97.955,97.955,97.950,97.950,43
2017/7/3,10:22:00,97.950,97.950,97.945,97.945,44
2017/7/3,10:23:00,97.940,97.955,97.940,97.955,54
2017/7/3,10:24:00,97.960,97.960,97.955,97.955,11
2017/7/3,10:25:00,97.950,97.950,97.950,97.950,16
2017/7/3,10:26:00,97.945,97.950,97.945,97.950,9
2017/7/3,10:27:00,97.950,97.950,97.935,97.935,41
2017/7/3,10:28:00,97.935,97.945,97.930,97.945,36
2017/7/3,10:29:00,97.945,97.955,97.945,97.955,29
2017/7/3,10:30:00,97.955,97.955,97.950,97.955,5
2017/7/3,10:31:00,97.950,97.950,97.945,97.945,21
2017/7/3,10:32:00,97.950,97.950,97.950,97.950,20
2017/7/3,10:33:00,97.945,97.950,97.945,97.950,2
2017/7/3,10:34:00,97.950,97.950,97.950,97.950,41
2017/7/3,10:35:00,97.950,97.955,97.950,97.955,24
2017/7/3,10:36:00,97.955,97.955,97.955,97.955,15
2017/7/3,10:37:00,97.955,97.955,97.955,97.955,6
2017/7/3,10:39:00,97.960,97.960,97.955,97.955,20
2017/7/3,10:40:00,97.960,97.960,97.950,97.950,25
2017/7/3,10:41:00,97.955,97.960,97.955,97.955,44
2017/7/3,10:42:00,97.960,97.965,97.955,97.965,31
2017/7/3,10:43:00,97.955,97.960,97.950,97.950,53
2017/7/3,10:44:00,97.955,97.955,97.955,97.955,16
2017/7/3,10:45:00,97.960,97.960,97.950,97.950,24
2017/7/3,10:46:00,97.955,97.960,97.940,97.940,43
2017/7/3,10:47:00,97.945,97.955,97.945,97.955,26
2017/7/3,10:48:00,97.950,97.950,97.950,97.950,1
2017/7/3,10:49:00,97.950,97.950,97.950,97.950,5
2017/7/3,10:50:00,97.945,97.945,97.945,97.945,6
2017/7/3,10:51:00,97.945,97.945,97.930,97.930,34
2017/7/3,10:52:00,97.930,97.930,97.905,97.925,129
2017/7/3,10:53:00,97.920,97.935,97.920,97.935,38
2017/7/3,10:54:00,97.940,97.945,97.935,97.945,31
2017/7/3,10:55:00,97.940,97.945,97.935,97.935,68
2017/7/3,10:56:00,97.940,97.940,97.935,97.935,11
2017/7/3,10:57:00,97.945,97.945,97.940,97.945,23
2017/7/3,10:58:00,97.940,97.940,97.940,97.940,9
2017/7/3,10:59:00,97.945,97.945,97.940,97.940,7
2017/7/3,11:00:00,97.945,97.945,97.935,97.935,30
2017/7/3,11:01:00,97.935,97.935,97.920,97.930,75
2017/7/3,11:02:00,97.930,97.945,97.925,97.945,82
2017/7/3,11:03:00,97.945,97.960,97.945,97.955,43
2017/7/3,11:04:00,97.950,97.950,97.950,97.950,5
2017/7/3,11:05:00,97.950,97.950,97.950,97.950,1
2017/7/3,11:06:00,97.955,97.970,97.955,97.970,17
2017/7/3,11:07:00,97.970,97.970,97.965,97.965,38
2017/7/3,11:08:00,97.965,97.965,97.965,97.965,7
2017/7/3,11:09:00,97.965,97.965,97.965,97.965,8
2017/7/3,11:10:00,97.965,97.970,97.965,97.965,16
2017/7/3,11:11:00,97.960,97.965,97.960,97.965,17
2017/7/3,11:12:00,97.960,97.965,97.960,97.965,14
2017/7/3,11:13:00,97.965,97.970,97.965,97.970,13
2017/7/3,11:14:00,97.970,97.970,97.965,97.965,21
2017/7/3,11:15:00,97.970,97.970,97.970,97.970,2
2017/7/3,11:16:00,97.965,97.980,97.965,97.980,86
2017/7/3,11:17:00,97.980,97.980,97.975,97.980,61
2017/7/3,11:18:00,97.970,97.975,97.965,97.965,28
2017/7/3,11:19:00,97.965,97.965,97.950,97.955,57
2017/7/3,11:20:00,97.950,97.950,97.940,97.945,63
2017/7/3,11:21:00,97.945,97.950,97.945,97.945,75
2017/7/3,11:22:00,97.950,97.955,97.945,97.945,66
2017/7/3,11:23:00,97.945,97.945,97.940,97.940,5
2017/7/3,11:24:00,97.950,97.950,97.950,97.950,4
2017/7/3,11:25:00,97.945,97.945,97.945,97.945,6
2017/7/3,11:26:00,97.945,97.945,97.945,97.945,4
2017/7/3,11:28:00,97.940,97.940,97.940,97.940,4
2017/7/3,11:29:00,97.945,97.945,97.945,97.945,3
2017/7/3,11:30:00,97.940,97.950,97.940,97.950,3
2017/7/3,13:01:00,97.945,97.945,97.945,97.945,1
2017/7/3,13:02:00,97.940,97.950,97.940,97.945,32
2017/7/3,13:03:00,97.950,97.950,97.950,97.950,9
2017/7/3,13:04:00,97.940,97.945,97.940,97.945,33
2017/7/3,13:05:00,97.950,97.950,97.935,97.945,59
2017/7/3,13:06:00,97.930,97.945,97.930,97.945,52
2017/7/3,13:07:00,97.950,97.950,97.950,97.950,12
2017/7/3,13:08:00,97.955,97.955,97.955,97.955,5
2017/7/3,13:09:00,97.950,97.950,97.950,97.950,2
2017/7/3,13:11:00,97.950,97.955,97.950,97.950,11
2017/7/3,13:12:00,97.950,97.950,97.950,97.950,1
2017/7/3,13:13:00,97.945,97.955,97.945,97.955,41
2017/7/3,13:14:00,97.950,97.955,97.950,97.955,5
2017/7/3,13:15:00,97.960,97.960,97.940,97.950,69
2017/7/3,13:16:00,97.950,97.950,97.935,97.940,40
2017/7/3,13:17:00,97.935,97.940,97.935,97.935,25
2017/7/3,13:18:00,97.940,97.940,97.940,97.940,6
2017/7/3,13:19:00,97.945,97.950,97.945,97.950,11
2017/7/3,13:20:00,97.950,97.950,97.945,97.945,2
2017/7/3,13:21:00,97.940,97.950,97.940,97.945,39
2017/7/3,13:22:00,97.950,97.950,97.945,97.945,38
2017/7/3,13:23:00,97.945,97.945,97.940,97.940,46
2017/7/3,13:24:00,97.945,97.945,97.945,97.945,3
2017/7/3,13:25:00,97.945,97.945,97.945,97.945,2
2017/7/3,13:26:00,97.945,97.945,97.945,97.945,1
2017/7/3,13:27:00,97.945,97.945,97.945,97.945,4
2017/7/3,13:28:00,97.950,97.960,97.950,97.960,28
2017/7/3,13:29:00,97.960,97.970,97.955,97.965,43
2017/7/3,13:30:00,97.965,97.965,97.960,97.965,39
2017/7/3,13:31:00,97.965,97.965,97.955,97.955,11
2017/7/3,13:32:00,97.960,97.970,97.960,97.970,45
2017/7/3,13:33:00,97.975,97.975,97.975,97.975,25
2017/7/3,13:34:00,97.975,97.975,97.970,97.970,15
2017/7/3,13:35:00,97.970,97.970,97.965,97.970,11
2017/7/3,13:36:00,97.975,97.980,97.965,97.965,33
