<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2017/5/15,09:16:00,97.300,97.390,97.300,97.380,278
2017/5/15,09:17:00,97.390,97.425,97.375,97.395,126
2017/5/15,09:18:00,97.390,97.430,97.385,97.430,111
2017/5/15,09:19:00,97.430,97.455,97.430,97.445,137
2017/5/15,09:20:00,97.455,97.475,97.445,97.470,211
2017/5/15,09:21:00,97.480,97.500,97.475,97.490,140
2017/5/15,09:22:00,97.485,97.495,97.465,97.465,134
2017/5/15,09:23:00,97.465,97.480,97.455,97.465,125
2017/5/15,09:24:00,97.460,97.470,97.420,97.420,129
2017/5/15,09:25:00,97.430,97.430,97.420,97.420,134
2017/5/15,09:26:00,97.425,97.440,97.420,97.425,89
2017/5/15,09:27:00,97.435,97.435,97.425,97.425,85
2017/5/15,09:28:00,97.425,97.430,97.420,97.420,40
2017/5/15,09:29:00,97.425,97.440,97.425,97.435,75
2017/5/15,09:30:00,97.435,97.440,97.430,97.435,57
2017/5/15,09:31:00,97.430,97.460,97.430,97.455,171
2017/5/15,09:32:00,97.460,97.460,97.420,97.420,119
2017/5/15,09:33:00,97.420,97.420,97.390,97.390,61
2017/5/15,09:34:00,97.395,97.410,97.390,97.410,55
2017/5/15,09:35:00,97.400,97.415,97.400,97.405,70
2017/5/15,09:36:00,97.405,97.410,97.395,97.400,92
2017/5/15,09:37:00,97.400,97.410,97.400,97.405,60
2017/5/15,09:38:00,97.400,97.400,97.365,97.365,62
2017/5/15,09:39:00,97.365,97.375,97.360,97.360,31
2017/5/15,09:40:00,97.355,97.360,97.335,97.345,185
2017/5/15,09:41:00,97.345,97.350,97.325,97.325,83
2017/5/15,09:42:00,97.330,97.340,97.325,97.340,120
2017/5/15,09:43:00,97.345,97.345,97.335,97.335,88
2017/5/15,09:44:00,97.340,97.355,97.340,97.350,117
2017/5/15,09:45:00,97.355,97.355,97.345,97.345,51
2017/5/15,09:46:00,97.345,97.370,97.345,97.365,132
2017/5/15,09:47:00,97.360,97.365,97.350,97.360,87
2017/5/15,09:48:00,97.355,97.355,97.350,97.350,28
2017/5/15,09:49:00,97.360,97.360,97.350,97.350,59
2017/5/15,09:50:00,97.355,97.355,97.330,97.345,83
2017/5/15,09:51:00,97.340,97.345,97.335,97.335,30
2017/5/15,09:52:00,97.335,97.345,97.335,97.345,24
2017/5/15,09:53:00,97.345,97.345,97.325,97.330,62
2017/5/15,09:54:00,97.325,97.330,97.315,97.320,32
2017/5/15,09:55:00,97.320,97.325,97.320,97.320,11
2017/5/15,09:56:00,97.325,97.345,97.325,97.345,84
2017/5/15,09:57:00,97.340,97.400,97.340,97.400,305
2017/5/15,09:58:00,97.395,97.410,97.370,97.410,270
2017/5/15,09:59:00,97.410,97.410,97.380,97.380,109
2017/5/15,10:00:00,97.380,97.380,97.365,97.375,69
2017/5/15,10:01:00,97.370,97.410,97.365,97.395,149
2017/5/15,10:02:00,97.395,97.400,97.380,97.390,46
2017/5/15,10:03:00,97.395,97.395,97.360,97.375,61
2017/5/15,10:04:00,97.370,97.375,97.350,97.360,67
2017/5/15,10:05:00,97.360,97.370,97.355,97.365,64
2017/5/15,10:06:00,97.375,97.375,97.360,97.365,13
2017/5/15,10:07:00,97.360,97.365,97.360,97.365,25
2017/5/15,10:08:00,97.360,97.365,97.355,97.365,30
2017/5/15,10:09:00,97.370,97.370,97.365,97.365,32
2017/5/15,10:10:00,97.360,97.365,97.360,97.360,10
2017/5/15,10:11:00,97.360,97.360,97.350,97.350,10
2017/5/15,10:12:00,97.345,97.345,97.340,97.345,10
2017/5/15,10:13:00,97.345,97.365,97.345,97.355,20
2017/5/15,10:14:00,97.355,97.355,97.305,97.325,137
2017/5/15,10:15:00,97.315,97.330,97.285,97.295,84
2017/5/15,10:16:00,97.295,97.345,97.295,97.340,147
2017/5/15,10:17:00,97.340,97.340,97.325,97.325,69
2017/5/15,10:18:00,97.325,97.325,97.315,97.320,70
2017/5/15,10:19:00,97.315,97.335,97.315,97.320,38
2017/5/15,10:20:00,97.320,97.330,97.320,97.325,26
2017/5/15,10:21:00,97.325,97.335,97.315,97.315,44
2017/5/15,10:22:00,97.325,97.330,97.320,97.325,49
2017/5/15,10:23:00,97.320,97.330,97.315,97.325,68
2017/5/15,10:24:00,97.335,97.335,97.320,97.325,94
2017/5/15,10:25:00,97.335,97.340,97.335,97.340,40
2017/5/15,10:26:00,97.340,97.345,97.340,97.345,34
2017/5/15,10:27:00,97.340,97.340,97.335,97.340,24
2017/5/15,10:28:00,97.340,97.345,97.340,97.340,63
2017/5/15,10:29:00,97.340,97.350,97.320,97.320,94
2017/5/15,10:30:00,97.320,97.350,97.320,97.350,108
2017/5/15,10:31:00,97.350,97.380,97.345,97.360,87
2017/5/15,10:32:00,97.370,97.370,97.340,97.350,112
2017/5/15,10:33:00,97.350,97.355,97.340,97.355,29
2017/5/15,10:34:00,97.355,97.355,97.340,97.355,39
2017/5/15,10:35:00,97.360,97.360,97.345,97.360,97
2017/5/15,10:36:00,97.360,97.375,97.355,97.355,112
2017/5/15,10:37:00,97.355,97.355,97.340,97.355,28
2017/5/15,10:38:00,97.355,97.375,97.355,97.375,99
2017/5/15,10:39:00,97.375,97.380,97.350,97.370,242
2017/5/15,10:40:00,97.370,97.395,97.370,97.385,87
2017/5/15,10:41:00,97.390,97.405,97.390,97.400,90
2017/5/15,10:42:00,97.395,97.420,97.390,97.420,190
2017/5/15,10:43:00,97.425,97.440,97.410,97.440,220
2017/5/15,10:44:00,97.425,97.440,97.415,97.415,107
2017/5/15,10:45:00,97.425,97.440,97.415,97.440,70
2017/5/15,10:46:00,97.440,97.450,97.435,97.450,153
2017/5/15,10:47:00,97.450,97.455,97.415,97.415,87
2017/5/15,10:48:00,97.410,97.420,97.410,97.415,50
2017/5/15,10:49:00,97.415,97.440,97.415,97.425,47
2017/5/15,10:50:00,97.430,97.435,97.425,97.425,35
2017/5/15,10:51:00,97.425,97.445,97.425,97.445,50
2017/5/15,10:52:00,97.440,97.450,97.410,97.420,99
2017/5/15,10:53:00,97.420,97.430,97.420,97.425,53
2017/5/15,10:54:00,97.430,97.430,97.415,97.425,53
2017/5/15,10:55:00,97.420,97.420,97.400,97.410,43
2017/5/15,10:56:00,97.410,97.425,97.410,97.425,34
2017/5/15,10:57:00,97.425,97.425,97.400,97.405,38
2017/5/15,10:58:00,97.405,97.410,97.395,97.405,69
2017/5/15,10:59:00,97.410,97.450,97.405,97.430,63
2017/5/15,11:00:00,97.430,97.450,97.425,97.450,71
2017/5/15,11:01:00,97.450,97.455,97.435,97.445,62
2017/5/15,11:02:00,97.440,97.440,97.430,97.430,46
2017/5/15,11:03:00,97.430,97.455,97.430,97.450,57
2017/5/15,11:04:00,97.445,97.445,97.430,97.435,22
2017/5/15,11:05:00,97.435,97.445,97.430,97.440,44
2017/5/15,11:06:00,97.435,97.435,97.430,97.430,68
2017/5/15,11:07:00,97.430,97.430,97.405,97.405,53
2017/5/15,11:08:00,97.410,97.415,97.400,97.400,53
2017/5/15,11:09:00,97.405,97.415,97.405,97.410,26
2017/5/15,11:10:00,97.410,97.430,97.410,97.430,38
2017/5/15,11:11:00,97.430,97.440,97.425,97.440,61
2017/5/15,11:12:00,97.440,97.440,97.425,97.425,21
2017/5/15,11:13:00,97.425,97.425,97.405,97.410,87
2017/5/15,11:14:00,97.410,97.410,97.405,97.405,4
2017/5/15,11:15:00,97.410,97.410,97.400,97.405,35
2017/5/15,11:16:00,97.400,97.420,97.390,97.420,49
2017/5/15,11:17:00,97.425,97.435,97.420,97.435,33
2017/5/15,11:18:00,97.435,97.440,97.420,97.425,71
2017/5/15,11:19:00,97.425,97.435,97.425,97.435,40
2017/5/15,11:20:00,97.435,97.450,97.435,97.440,40
2017/5/15,11:21:00,97.445,97.460,97.445,97.445,25
2017/5/15,11:22:00,97.450,97.455,97.450,97.450,24
2017/5/15,11:23:00,97.445,97.460,97.445,97.460,25
2017/5/15,11:24:00,97.455,97.495,97.455,97.490,185
2017/5/15,11:25:00,97.485,97.500,97.480,97.480,82
2017/5/15,11:26:00,97.485,97.490,97.485,97.490,66
2017/5/15,11:27:00,97.485,97.485,97.460,97.460,29
2017/5/15,11:28:00,97.455,97.470,97.455,97.465,37
2017/5/15,11:29:00,97.470,97.480,97.470,97.480,9
2017/5/15,11:30:00,97.475,97.535,97.475,97.535,101
2017/5/15,13:01:00,97.510,97.545,97.500,97.525,180
2017/5/15,13:02:00,97.530,97.545,97.530,97.535,44
2017/5/15,13:03:00,97.535,97.535,97.510,97.515,31
2017/5/15,13:04:00,97.520,97.520,97.500,97.500,32
2017/5/15,13:05:00,97.500,97.540,97.500,97.540,44
2017/5/15,13:06:00,97.550,97.635,97.525,97.535,218
2017/5/15,13:07:00,97.535,97.535,97.520,97.525,24
2017/5/15,13:08:00,97.520,97.520,97.500,97.515,49
2017/5/15,13:09:00,97.515,97.515,97.500,97.500,30
2017/5/15,13:10:00,97.495,97.510,97.495,97.510,31
2017/5/15,13:11:00,97.515,97.515,97.505,97.505,13
2017/5/15,13:12:00,97.505,97.505,97.480,97.490,87
2017/5/15,13:13:00,97.495,97.495,97.480,97.485,22
2017/5/15,13:14:00,97.485,97.495,97.485,97.495,37
2017/5/15,13:15:00,97.495,97.495,97.485,97.490,24
2017/5/15,13:16:00,97.495,97.500,97.485,97.495,45
2017/5/15,13:17:00,97.495,97.505,97.495,97.505,30
2017/5/15,13:18:00,97.505,97.510,97.505,97.510,7
2017/5/15,13:19:00,97.505,97.505,97.500,97.500,32
2017/5/15,13:20:00,97.500,97.505,97.490,97.490,24
2017/5/15,13:21:00,97.490,97.495,97.490,97.490,11
2017/5/15,13:22:00,97.485,97.510,97.485,97.510,30
2017/5/15,13:23:00,97.505,97.510,97.495,97.510,20
2017/5/15,13:24:00,97.505,97.505,97.495,97.495,30
2017/5/15,13:25:00,97.500,97.500,97.490,97.500,49
2017/5/15,13:26:00,97.495,97.515,97.485,97.515,77
2017/5/15,13:27:00,97.515,97.515,97.500,97.510,51
2017/5/15,13:28:00,97.510,97.515,97.505,97.505,22
2017/5/15,13:29:00,97.505,97.505,97.500,97.500,33
2017/5/15,13:30:00,97.505,97.505,97.500,97.500,13
2017/5/15,13:31:00,97.500,97.505,97.490,97.505,49
2017/5/15,13:32:00,97.505,97.505,97.495,97.500,16
2017/5/15,13:33:00,97.500,97.500,97.480,97.495,62
2017/5/15,13:34:00,97.490,97.490,97.475,97.475,21
2017/5/15,13:35:00,97.475,97.475,97.445,97.465,94
2017/5/15,13:36:00,97.455,97.465,97.455,97.455,22
2017/5/15,13:37:00,97.455,97.460,97.440,97.440,61
2017/5/15,13:38:00,97.440,97.465,97.435,97.460,80
2017/5/15,13:39:00,97.460,97.460,97.450,97.450,31
2017/5/15,13:40:00,97.450,97.450,97.420,97.420,53
2017/5/15,13:41:00,97.425,97.440,97.415,97.435,57
2017/5/15,13:42:00,97.430,97.430,97.405,97.405,35
2017/5/15,13:43:00,97.410,97.420,97.405,97.405,17
2017/5/15,13:44:00,97.405,97.410,97.405,97.410,55
2017/5/15,13:45:00,97.405,97.410,97.385,97.395,65
2017/5/15,13:46:00,97.400,97.405,97.375,97.395,137
2017/5/15,13:47:00,97.400,97.425,97.400,97.420,32
2017/5/15,13:48:00,97.420,97.425,97.420,97.420,26
2017/5/15,13:49:00,97.420,97.430,97.415,97.425,41
2017/5/15,13:50:00,97.425,97.430,97.420,97.420,15
2017/5/15,13:51:00,97.420,97.430,97.415,97.420,28
2017/5/15,13:52:00,97.425,97.425,97.415,97.415,66
2017/5/15,13:53:00,97.415,97.415,97.400,97.410,64
2017/5/15,13:54:00,97.405,97.405,97.370,97.375,48
2017/5/15,13:55:00,97.370,97.385,97.370,97.380,98
2017/5/15,13:56:00,97.385,97.390,97.375,97.385,56
2017/5/15,13:57:00,97.385,97.400,97.380,97.390,84
2017/5/15,13:58:00,97.390,97.395,97.380,97.380,122
2017/5/15,13:59:00,97.385,97.390,97.380,97.380,91
2017/5/15,14:00:00,97.375,97.395,97.375,97.380,56
2017/5/15,14:01:00,97.395,97.400,97.380,97.400,58
2017/5/15,14:02:00,97.400,97.405,97.385,97.390,56
2017/5/15,14:03:00,97.390,97.395,97.385,97.390,19
2017/5/15,14:04:00,97.385,97.395,97.380,97.380,123
2017/5/15,14:05:00,97.380,97.380,97.365,97.365,31
2017/5/15,14:06:00,97.360,97.365,97.360,97.365,11
2017/5/15,14:07:00,97.370,97.375,97.365,97.375,35
2017/5/15,14:08:00,97.375,97.395,97.375,97.395,47
2017/5/15,14:09:00,97.385,97.385,97.370,97.370,8
2017/5/15,14:10:00,97.380,97.385,97.380,97.380,23
2017/5/15,14:12:00,97.380,97.385,97.380,97.380,40
2017/5/15,14:13:00,97.380,97.380,97.380,97.380,6
2017/5/15,14:14:00,97.385,97.385,97.380,97.385,13
2017/5/15,14:15:00,97.385,97.385,97.380,97.380,22
2017/5/15,14:16:00,97.375,97.375,97.350,97.350,79
2017/5/15,14:17:00,97.355,97.365,97.345,97.355,28
2017/5/15,14:18:00,97.355,97.375,97.355,97.375,23
2017/5/15,14:19:00,97.370,97.380,97.370,97.375,6
2017/5/15,14:20:00,97.380,97.400,97.380,97.390,81
2017/5/15,14:21:00,97.390,97.395,97.390,97.395,9
2017/5/15,14:22:00,97.395,97.395,97.395,97.395,4
2017/5/15,14:23:00,97.400,97.410,97.390,97.410,61
2017/5/15,14:24:00,97.405,97.425,97.405,97.420,53
2017/5/15,14:25:00,97.420,97.425,97.420,97.420,18
2017/5/15,14:26:00,97.415,97.415,97.410,97.410,15
2017/5/15,14:27:00,97.405,97.405,97.400,97.405,7
2017/5/15,14:28:00,97.400,97.400,97.395,97.395,11
2017/5/15,14:29:00,97.395,97.400,97.395,97.400,9
2017/5/15,14:30:00,97.405,97.405,97.400,97.400,23
2017/5/15,14:31:00,97.400,97.410,97.395,97.410,48
2017/5/15,14:32:00,97.410,97.420,97.410,97.415,10
2017/5/15,14:33:00,97.415,97.425,97.410,97.425,16
2017/5/15,14:34:00,97.430,97.440,97.425,97.425,30
2017/5/15,14:35:00,97.430,97.430,97.425,97.430,24
2017/5/15,14:36:00,97.425,97.435,97.420,97.430,71
2017/5/15,14:37:00,97.430,97.430,97.420,97.425,88
2017/5/15,14:38:00,97.420,97.425,97.415,97.415,32
2017/5/15,14:39:00,97.415,97.415,97.415,97.415,3
2017/5/15,14:40:00,97.420,97.425,97.415,97.415,67
2017/5/15,14:41:00,97.415,97.415,97.410,97.410,49
2017/5/15,14:42:00,97.410,97.420,97.410,97.420,40
2017/5/15,14:43:00,97.415,97.415,97.415,97.415,42
2017/5/15,14:44:00,97.415,97.415,97.405,97.410,39
2017/5/15,14:45:00,97.415,97.415,97.405,97.410,18
2017/5/15,14:46:00,97.410,97.410,97.400,97.405,52
2017/5/15,14:47:00,97.410,97.410,97.395,97.395,85
2017/5/15,14:48:00,97.400,97.400,97.395,97.400,18
2017/5/15,14:49:00,97.395,97.395,97.390,97.390,34
2017/5/15,14:50:00,97.400,97.405,97.385,97.385,44
2017/5/15,14:51:00,97.385,97.390,97.375,97.385,30
2017/5/15,14:52:00,97.385,97.385,97.375,97.385,50
2017/5/15,14:53:00,97.385,97.385,97.380,97.385,9
2017/5/15,14:54:00,97.380,97.400,97.380,97.395,73
2017/5/15,14:55:00,97.390,97.395,97.390,97.390,23
2017/5/15,14:56:00,97.395,97.410,97.390,97.405,41
2017/5/15,14:57:00,97.410,97.410,97.405,97.405,32
2017/5/15,14:58:00,97.405,97.410,97.400,97.405,32
2017/5/15,14:59:00,97.405,97.405,97.405,97.405,1
2017/5/15,15:00:00,97.405,97.405,97.400,97.405,16
2017/5/15,15:01:00,97.405,97.405,97.405,97.405,10
2017/5/15,15:02:00,97.410,97.420,97.410,97.420,24
2017/5/15,15:03:00,97.420,97.425,97.415,97.415,21
2017/5/15,15:04:00,97.415,97.415,97.415,97.415,4
2017/5/15,15:05:00,97.420,97.420,97.420,97.420,6
2017/5/15,15:06:00,97.415,97.415,97.415,97.415,4
2017/5/15,15:07:00,97.420,97.420,97.415,97.415,4
2017/5/15,15:08:00,97.410,97.410,97.405,97.405,45
2017/5/15,15:09:00,97.400,97.405,97.400,97.405,49
2017/5/15,15:10:00,97.405,97.405,97.400,97.405,10
2017/5/15,15:11:00,97.410,97.410,97.400,97.405,11
2017/5/15,15:12:00,97.400,97.405,97.400,97.405,4
2017/5/15,15:13:00,97.410,97.410,97.400,97.400,9
2017/5/15,15:14:00,97.405,97.405,97.400,97.400,17
2017/5/15,15:15:00,97.400,97.405,97.390,97.390,24
2017/5/16,09:16:00,97.370,97.370,97.325,97.365,64
2017/5/16,09:17:00,97.360,97.365,97.335,97.335,77
2017/5/16,09:18:00,97.340,97.340,97.290,97.310,92
2017/5/16,09:19:00,97.310,97.320,97.300,97.315,71
2017/5/16,09:20:00,97.315,97.360,97.315,97.360,111
2017/5/16,09:21:00,97.355,97.355,97.345,97.355,51
2017/5/16,09:22:00,97.350,97.355,97.345,97.350,41
2017/5/16,09:23:00,97.350,97.360,97.350,97.355,19
2017/5/16,09:24:00,97.355,97.370,97.355,97.365,38
2017/5/16,09:25:00,97.360,97.370,97.350,97.350,40
2017/5/16,09:26:00,97.345,97.350,97.340,97.345,37
2017/5/16,09:27:00,97.345,97.365,97.340,97.360,58
2017/5/16,09:28:00,97.360,97.375,97.360,97.365,22
2017/5/16,09:29:00,97.370,97.370,97.360,97.360,24
2017/5/16,09:30:00,97.360,97.360,97.345,97.345,38
2017/5/16,09:31:00,97.345,97.360,97.340,97.355,15
2017/5/16,09:32:00,97.360,97.365,97.350,97.365,16
2017/5/16,09:33:00,97.360,97.365,97.360,97.360,11
2017/5/16,09:34:00,97.365,97.375,97.365,97.370,34
2017/5/16,09:35:00,97.375,97.375,97.360,97.370,61
2017/5/16,09:36:00,97.370,97.390,97.370,97.375,34
2017/5/16,09:37:00,97.375,97.385,97.375,97.385,10
2017/5/16,09:38:00,97.380,97.400,97.380,97.400,86
2017/5/16,09:39:00,97.395,97.410,97.390,97.405,55
2017/5/16,09:40:00,97.400,97.405,97.385,97.395,32
2017/5/16,09:41:00,97.390,97.420,97.390,97.415,129
2017/5/16,09:42:00,97.415,97.420,97.410,97.415,24
2017/5/16,09:43:00,97.415,97.415,97.410,97.410,22
2017/5/16,09:44:00,97.410,97.410,97.405,97.410,20
2017/5/16,09:45:00,97.410,97.425,97.410,97.420,148
2017/5/16,09:46:00,97.430,97.430,97.420,97.420,75
2017/5/16,09:47:00,97.420,97.420,97.415,97.420,45
2017/5/16,09:48:00,97.415,97.415,97.415,97.415,57
2017/5/16,09:49:00,97.420,97.430,97.420,97.430,41
2017/5/16,09:50:00,97.430,97.435,97.425,97.430,21
2017/5/16,09:51:00,97.420,97.420,97.410,97.410,94
2017/5/16,09:52:00,97.405,97.405,97.390,97.395,86
2017/5/16,09:53:00,97.390,97.400,97.390,97.390,29
2017/5/16,09:54:00,97.390,97.390,97.385,97.385,23
2017/5/16,09:55:00,97.385,97.390,97.380,97.380,40
2017/5/16,09:56:00,97.380,97.380,97.375,97.375,24
2017/5/16,09:57:00,97.370,97.380,97.370,97.380,29
2017/5/16,09:58:00,97.380,97.380,97.375,97.380,4
2017/5/16,09:59:00,97.380,97.380,97.375,97.375,20
2017/5/16,10:00:00,97.375,97.375,97.370,97.370,14
2017/5/16,10:01:00,97.370,97.370,97.365,97.370,56
2017/5/16,10:02:00,97.370,97.375,97.360,97.360,36
2017/5/16,10:03:00,97.365,97.370,97.360,97.370,21
2017/5/16,10:04:00,97.365,97.365,97.360,97.365,33
2017/5/16,10:05:00,97.370,97.370,97.370,97.370,22
2017/5/16,10:06:00,97.365,97.365,97.365,97.365,12
2017/5/16,10:07:00,97.365,97.375,97.360,97.375,45
2017/5/16,10:08:00,97.375,97.380,97.375,97.380,37
2017/5/16,10:09:00,97.380,97.385,97.380,97.385,21
2017/5/16,10:10:00,97.380,97.385,97.380,97.380,19
2017/5/16,10:11:00,97.380,97.385,97.375,97.385,29
2017/5/16,10:12:00,97.385,97.385,97.380,97.380,15
2017/5/16,10:13:00,97.375,97.380,97.365,97.365,82
2017/5/16,10:14:00,97.365,97.370,97.360,97.360,27
2017/5/16,10:15:00,97.360,97.360,97.345,97.345,130
2017/5/16,10:16:00,97.340,97.345,97.330,97.335,90
2017/5/16,10:17:00,97.330,97.330,97.310,97.315,100
2017/5/16,10:18:00,97.310,97.325,97.310,97.320,71
2017/5/16,10:19:00,97.320,97.330,97.310,97.325,43
2017/5/16,10:20:00,97.325,97.325,97.315,97.315,36
2017/5/16,10:21:00,97.315,97.315,97.290,97.300,86
2017/5/16,10:22:00,97.300,97.300,97.290,97.295,54
2017/5/16,10:23:00,97.300,97.305,97.290,97.295,28
2017/5/16,10:24:00,97.295,97.305,97.295,97.300,49
2017/5/16,10:25:00,97.300,97.310,97.295,97.305,50
2017/5/16,10:26:00,97.300,97.300,97.285,97.285,49
2017/5/16,10:27:00,97.290,97.290,97.280,97.285,24
2017/5/16,10:28:00,97.285,97.285,97.260,97.265,88
2017/5/16,10:29:00,97.265,97.275,97.255,97.265,101
2017/5/16,10:30:00,97.260,97.265,97.250,97.255,88
2017/5/16,10:31:00,97.260,97.280,97.250,97.280,96
2017/5/16,10:32:00,97.275,97.280,97.275,97.280,41
2017/5/16,10:33:00,97.275,97.300,97.275,97.295,69
2017/5/16,10:34:00,97.300,97.325,97.300,97.315,82
2017/5/16,10:35:00,97.320,97.320,97.310,97.310,42
2017/5/16,10:36:00,97.305,97.305,97.300,97.300,28
2017/5/16,10:37:00,97.300,97.300,97.300,97.300,10
2017/5/16,10:38:00,97.300,97.310,97.300,97.310,45
2017/5/16,10:39:00,97.310,97.315,97.305,97.315,46
2017/5/16,10:40:00,97.310,97.315,97.310,97.315,31
2017/5/16,10:41:00,97.315,97.320,97.315,97.320,8
2017/5/16,10:42:00,97.310,97.315,97.305,97.305,50
2017/5/16,10:43:00,97.305,97.305,97.295,97.295,50
2017/5/16,10:44:00,97.295,97.300,97.290,97.295,89
2017/5/16,10:45:00,97.290,97.295,97.285,97.295,37
2017/5/16,10:46:00,97.290,97.295,97.280,97.280,42
2017/5/16,10:47:00,97.280,97.295,97.280,97.290,50
2017/5/16,10:48:00,97.290,97.290,97.280,97.280,29
2017/5/16,10:49:00,97.285,97.305,97.285,97.300,45
2017/5/16,10:50:00,97.310,97.310,97.305,97.310,32
2017/5/16,10:51:00,97.310,97.310,97.300,97.300,24
2017/5/16,10:52:00,97.300,97.315,97.300,97.315,30
2017/5/16,10:53:00,97.315,97.320,97.310,97.320,26
2017/5/16,10:54:00,97.310,97.320,97.310,97.315,35
2017/5/16,10:55:00,97.315,97.315,97.315,97.315,5
2017/5/16,10:56:00,97.315,97.315,97.315,97.315,8
2017/5/16,10:57:00,97.310,97.310,97.300,97.305,25
2017/5/16,10:58:00,97.305,97.310,97.305,97.310,21
2017/5/16,10:59:00,97.310,97.310,97.300,97.300,41
2017/5/16,11:00:00,97.305,97.310,97.305,97.310,41
2017/5/16,11:01:00,97.305,97.310,97.305,97.310,41
2017/5/16,11:02:00,97.310,97.310,97.300,97.310,49
2017/5/16,11:03:00,97.305,97.310,97.305,97.310,20
2017/5/16,11:04:00,97.305,97.305,97.295,97.295,37
2017/5/16,11:05:00,97.300,97.300,97.285,97.290,26
2017/5/16,11:06:00,97.290,97.290,97.280,97.285,24
2017/5/16,11:07:00,97.285,97.285,97.275,97.285,34
2017/5/16,11:08:00,97.280,97.285,97.280,97.280,17
2017/5/16,11:09:00,97.280,97.280,97.280,97.280,8
2017/5/16,11:10:00,97.280,97.280,97.270,97.270,26
2017/5/16,11:11:00,97.265,97.265,97.260,97.265,87
2017/5/16,11:12:00,97.260,97.260,97.225,97.230,171
2017/5/16,11:13:00,97.230,97.240,97.215,97.225,84
2017/5/16,11:14:00,97.220,97.235,97.210,97.230,80
2017/5/16,11:15:00,97.235,97.240,97.220,97.220,29
2017/5/16,11:16:00,97.220,97.230,97.215,97.225,96
2017/5/16,11:17:00,97.225,97.230,97.220,97.230,41
2017/5/16,11:18:00,97.230,97.235,97.225,97.235,39
2017/5/16,11:19:00,97.235,97.235,97.230,97.230,55
2017/5/16,11:20:00,97.225,97.225,97.215,97.220,66
2017/5/16,11:21:00,97.225,97.230,97.220,97.220,56
2017/5/16,11:22:00,97.220,97.225,97.220,97.225,37
2017/5/16,11:23:00,97.220,97.225,97.210,97.215,89
2017/5/16,11:24:00,97.215,97.225,97.215,97.220,67
2017/5/16,11:25:00,97.220,97.225,97.220,97.225,34
2017/5/16,11:26:00,97.225,97.230,97.225,97.230,29
2017/5/16,11:27:00,97.230,97.230,97.225,97.225,9
2017/5/16,11:28:00,97.225,97.235,97.225,97.235,17
2017/5/16,11:29:00,97.235,97.240,97.230,97.230,22
2017/5/16,11:30:00,97.230,97.235,97.225,97.235,63
2017/5/16,13:01:00,97.240,97.260,97.235,97.255,47
2017/5/16,13:02:00,97.250,97.270,97.250,97.260,57
2017/5/16,13:03:00,97.265,97.270,97.260,97.260,62
2017/5/16,13:04:00,97.255,97.260,97.255,97.260,10
2017/5/16,13:05:00,97.255,97.260,97.250,97.255,13
2017/5/16,13:06:00,97.255,97.255,97.255,97.255,5
2017/5/16,13:07:00,97.250,97.255,97.250,97.255,16
2017/5/16,13:08:00,97.255,97.255,97.250,97.250,19
2017/5/16,13:09:00,97.245,97.250,97.240,97.250,37
2017/5/16,13:10:00,97.250,97.265,97.250,97.265,27
2017/5/16,13:11:00,97.260,97.260,97.255,97.260,16
2017/5/16,13:12:00,97.260,97.265,97.255,97.260,44
2017/5/16,13:13:00,97.260,97.265,97.260,97.265,23
2017/5/16,13:14:00,97.265,97.265,97.250,97.250,50
2017/5/16,13:15:00,97.250,97.260,97.250,97.260,17
2017/5/16,13:16:00,97.255,97.270,97.255,97.270,41
2017/5/16,13:17:00,97.270,97.275,97.265,97.275,62
2017/5/16,13:18:00,97.275,97.275,97.270,97.270,19
2017/5/16,13:19:00,97.265,97.265,97.260,97.265,53
2017/5/16,13:20:00,97.265,97.265,97.265,97.265,27
2017/5/16,13:21:00,97.260,97.260,97.250,97.260,56
2017/5/16,13:22:00,97.260,97.265,97.255,97.260,31
2017/5/16,13:23:00,97.260,97.265,97.255,97.265,22
2017/5/16,13:24:00,97.265,97.265,97.255,97.255,53
2017/5/16,13:25:00,97.250,97.270,97.245,97.265,61
2017/5/16,13:26:00,97.270,97.275,97.260,97.260,65
2017/5/16,13:27:00,97.255,97.265,97.255,97.260,31
2017/5/16,13:28:00,97.260,97.265,97.260,97.260,22
2017/5/16,13:29:00,97.265,97.270,97.260,97.265,11
2017/5/16,13:30:00,97.270,97.280,97.265,97.270,61
2017/5/16,13:31:00,97.270,97.270,97.250,97.265,91
2017/5/16,13:32:00,97.265,97.275,97.265,97.275,30
2017/5/16,13:33:00,97.275,97.290,97.275,97.290,67
2017/5/16,13:34:00,97.290,97.300,97.280,97.280,56
2017/5/16,13:35:00,97.280,97.290,97.280,97.285,28
2017/5/16,13:36:00,97.285,97.310,97.285,97.300,97
2017/5/16,13:37:00,97.295,97.300,97.290,97.290,32
2017/5/16,13:38:00,97.290,97.290,97.285,97.290,45
2017/5/16,13:39:00,97.290,97.295,97.285,97.295,12
2017/5/16,13:40:00,97.295,97.300,97.290,97.290,16
2017/5/16,13:41:00,97.290,97.290,97.275,97.275,25
2017/5/16,13:42:00,97.275,97.285,97.275,97.275,23
2017/5/16,13:43:00,97.275,97.280,97.270,97.275,26
2017/5/16,13:44:00,97.275,97.280,97.275,97.275,16
2017/5/16,13:45:00,97.275,97.280,97.270,97.270,3
2017/5/16,13:46:00,97.270,97.270,97.260,97.260,48
